index,login_timestamp,user_id,round-trip_time_[ms],ip_address,country,region,city,asn,user_agent_string,browser_name_and_version,os_name_and_version,device_type,login_successful,is_attack_ip,is_account_takeover,time_of_day,ip_reputation_score,geo_anomaly_flag,fail_count_1min,fail_count_5min,unique_usernames_5min,time_since_last_login,is_new_device,rolling_fail_velocity,login_success_rate_1min,fail_to_success_ratio_5min,attack_type,is_anomaly
5313070,2020-04-15 18:57:47.349,2075179514268402258,0.0,38.135.39.243,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/5.5 variation/151001",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,True,False,18,1.0,0,3,3,3,0,0,0.3,0.0,3.0,brute_force,1
476462,2020-02-10 02:36:58.336,-4324475583306591935,0.0,66.248.237.237,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.111 Mobile Safari/537.36 wkbrowser 4.6.79 1911181 js 5.1.1 newfocus lng=en",Chrome Mobile WebView 81.0.4044,iOS 11.2.6,mobile,False,True,False,2,1.0,0,5,7,5,0,0,0.7,0.1666666666666666,3.5,brute_force,1
31060949,2021-02-26 09:37:41.471,-220455710796610174,0.0,87.248.7.62,NO,Innlandet,Gjøvik,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.21.92 Safari/537.36",Chrome 69.0.3497.17.21,Mac OS X 10.14.6,desktop,True,False,False,9,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
1526869,2020-02-23 16:47:31.511,6487385462506436220,0.0,38.135.39.79,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) play AppleWebKit/537.36 (KHTML, like Gecko Chrome/80.0.3987.87 Mobile Safari/537.36",Chrome Mobile 80.0.3987,iOS 11.2.6,mobile,True,True,False,16,1.0,0,0,0,1,0,0,0.0,1.0,0.0,normal,0
19125562,2020-10-25 23:06:12.140,4104893851046794226,0.0,141.0.87.217,NO,Rogaland,Stavanger,29695,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; Y220-U10 Build/HUAWEIY220-U10) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.6,Android 2.3.6,mobile,True,False,False,23,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
4005275,2020-03-29 08:12:40.051,3231129796808669539,0.0,139.164.111.31,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/290774",Chrome 73.0.3654,iOS 13.1.3,tablet,False,False,False,8,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
5089057,2020-04-13 07:02:20.570,-1993623711733702283,0.0,170.39.78.61,US,-,-,393398,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Snapchat/11.8.1.33 (like Safari/604.1)",Snapchat 11.8.1,iOS 14.2.1,mobile,True,False,False,7,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
2528993,2020-03-08 09:37:59.402,2820348345568791543,0.0,209.236.125.147,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/OPJ28.111-22; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36",Chrome Mobile WebView 80.0.3987,Android 4.1,mobile,False,True,False,9,1.0,0,1,4,4,2,0,0.4,0.0,4.0,dictionary_attack,1
5818493,2020-04-23 02:53:02.475,-4324475583306591935,0.0,10.0.45.58,HK,-,-,500055,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",Opera Mobile 52.1.2254.2306,Android 4.0.3,mobile,False,True,False,2,1.0,1,0,0,2,0,0,0.0,1.0,0.0,normal,0
4983134,2020-04-11 12:03:25.110,2882454949501472957,0.0,195.88.227.76,US,Texas,Dallas,398986,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 81.0.4044,Android 2.2,mobile,False,True,False,12,1.0,0,2,5,3,0,0,0.8,0.0,5.0,dictionary_attack,1
29823547,2021-02-10 09:42:38.195,305857683512631873,0.0,37.191.176.18,NO,Oslo County,Oslo,57963,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.24.92 Safari/537.36 variation/7131",Chrome 69.0.3497.17.24,Mac OS X 10.14.6,desktop,True,False,False,9,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
10923405,2020-07-03 09:51:14.864,-3614196102886265871,0.0,46.212.156.60,NO,Viken,Skjetten,41164,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1767 (Chrome variation/249787,Firefox 20.0.0.1767,iOS 13.4,mobile,True,False,False,9,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
3332206,2020-03-19 19:30:19.731,6570464328710097204,0.0,23.137.225.92,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.71 Mobile Safari/537.36",Chrome Mobile 81.0.4044,Windows Phone 8.1,mobile,False,False,False,19,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
476674,2020-02-10 02:48:35.969,3208984558750299810,0.0,195.88.227.22,US,Texas,Dallas,398986,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36Snapchat11.2.0.68 (SM-J330F; Android 9#J330FXXU4CTH2#28; gzip",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,True,True,False,2,1.0,0,0,6,6,0,0,0.7,1.0,1.5,credential_stuffing,1
28224054,2021-01-21 15:50:43.064,-7099499352180045396,0.0,81.167.169.46,NO,Viken,Moss,29695,"Mozilla/5.0  (X11; CrOS x86_64 12499.66.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.59.109 Safari/537.36",Chrome 72.0.3626.59,Chrome OS 12499.66.0,desktop,True,False,False,15,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
14186360,2020-08-19 11:09:20.434,1676418656150871290,0.0,158.149.91.155,NO,-,-,29492,"Mozilla/5.0  (Linux; Android 9.0.1; SM-G530H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/126164",Android 2.3.3.2639,Android 9.0.1,mobile,True,False,False,11,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
14652167,2020-08-25 19:54:08.296,-4324475583306591935,0.0,38.126.214.93,BR,-,-,265264,Opera/9.80  (iPad; CPU OS 5_1_1 like Mac OS X) Presto/2.12.423 Version/12.16,Opera Mini 19.0.2254,iOS 5.1.1,mobile,False,False,False,19,0.0,1,0,0,1,7,0,0.0,1.0,0.0,normal,0
209165,2020-02-06 07:45:55.535,-4324475583306591935,0.0,209.236.123.123,US,-,-,393398,"Mozilla/5.0  (Linux; U; Android 2.2) Plus Build/NMA26.42-11-3; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36",Chrome Mobile WebView 85.0.4183,Android 2.2,mobile,False,True,False,7,1.0,0,2,3,5,1,0,0.3,0.3333333333333333,1.0,dictionary_attack,1
27882383,2021-01-17 18:04:16.075,3704322681516475362,0.0,38.135.39.110,US,-,-,393398,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1928.96 Mobile Safari/537.36 variation/13119",Chrome Mobile 81.0.4044.1928,Android 10.0.99,mobile,False,True,False,18,1.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
30984100,2021-02-25 11:49:01.709,-4324475583306591935,0.0,10.0.181.189,NL,North Brabant,Vianen,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False,11,0.0,1,0,1,1,6,0,0.1,1.0,1.0,normal,0
9738054,2020-06-17 20:48:28.432,-4324475583306591935,0.0,10.0.8.248,NO,-,-,207674,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/286326",Android 2.3.4,Android 6.9,tablet,False,True,False,20,1.0,1,0,0,1,1,1,0.0,1.0,0.0,normal,0
5828974,2020-04-23 07:08:57.495,1896133143311771005,0.0,31.42.11.47,PL,Silesia,Częstochowa,49528,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.138 Mobile Safari/537.36 PHX/5.2 variation/109771",Chrome Mobile 81.0.4044.1934,Android 6.0.99,mobile,True,True,False,7,1.0,0,0,7,3,0,0,0.7,1.0,1.75,dictionary_attack,1
16142006,2020-09-14 23:53:31.413,-5996765431587205258,0.0,10.3.7.227,NO,Agder,Faervik,500070,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.22.92 Safari/537.36",Chrome 69.0.3497.17.22,Mac OS X 10.14.6,desktop,True,False,False,23,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
13480633,2020-08-09 03:02:26.368,-4324475583306591935,0.0,10.2.70.137,UA,Ivano-Frankivsk Oblast,Usteriky,43309,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1932.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1932,Android 10.0.99,mobile,False,False,False,3,0.0,1,0,0,1,27,0,0.0,1.0,0.0,normal,0
28438041,2021-01-24 10:59:52.810,-4324475583306591935,0.0,139.164.30.96,NO,-,-,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1763 variation/195552,Firefox 20.0.0.1763,iOS 11.2.6,mobile,False,False,False,10,0.0,1,0,0,1,21,0,0.0,1.0,0.0,normal,0
11502934,2020-07-11 10:43:18.584,-4324475583306591935,0.0,109.233.2.137,NO,-,-,50270,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,False,False,False,10,0.0,1,0,0,1,3,0,0.0,1.0,0.0,normal,0
4404671,2020-04-03 08:23:26.676,-6230557222169173432,0.0,209.236.123.234,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/63.0.3239.111 Mobile Safari/537.36 AlohaBrowser/1.3.1.1",Chrome Mobile 63.0.3239,Android 4.1,mobile,True,True,False,8,1.0,0,3,9,6,1,0,0.9,0.0,1.8,credential_stuffing,1
5523078,2020-04-18 19:00:20.298,-4324475583306591935,0.0,152.93.17.158,NO,Rogaland,Sandnes,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) supra AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1936.117 Mobile Safari/537.36 variation/236110",Chrome Mobile 81.0.4044.1936,iOS 13.4,mobile,False,False,False,19,0.0,1,0,0,1,8,0,0.0,1.0,0.0,normal,0
2179928,2020-03-03 10:09:08.605,-7014272789379332744,0.0,10.0.0.20,US,Washington,Seattle,398986,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36 PHX/5.1 variation/151022",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,True,False,10,1.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
1602062,2020-02-24 16:27:25.978,-7149894042393815790,0.0,209.236.123.178,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/50.0.2661.86 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 50.0.2661,Android 4.1,mobile,False,True,False,16,1.0,0,0,0,1,0,0,0.0,1.0,0.0,normal,0
2416093,2020-03-06 12:48:49.071,-6214169045021658067,0.0,10.0.10.229,US,Kansas,Mission,54903,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1945.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1945,iOS 14.2.1,mobile,True,True,False,12,1.0,0,0,0,1,0,0,0.0,1.0,0.0,normal,0
175462,2020-02-05 16:50:51.486,4260631797284507683,0.0,10.0.11.235,NO,Viken,Brarud,500021,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36",Chrome 69.0.3497.17.19,Mac OS X 10.14.6,desktop,True,True,False,16,1.0,0,4,4,6,999999,1,0.4,0.3333333333333333,1.3333333333333333,credential_stuffing,1
2524024,2020-03-08 07:56:39.158,-2651199075978454876,0.0,38.135.39.208,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 webexplorer/4",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,True,False,7,1.0,0,7,7,5,999999,1,0.7,0.3,2.333333333333333,brute_force,1
26021178,2021-01-01 13:34:05.172,1801551657110450408,528.0,84.209.25.216,NO,Oslo County,Oslo,41164,"Mozilla/5.0  (x86_64) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/201938",Android 2.3.3.2639,iOS 12,mobile,True,False,False,13,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
30298074,2021-02-16 13:29:30.744,-4324475583306591935,0.0,80.203.156.216,NO,Vestfold og Telemark,Tønsberg,15659,Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Gecko/20100101 Firefox/20.0.0.1601 variation/283895,Firefox 20.0.0.1601,Android 4.1,tablet,False,False,False,13,0.0,1,0,0,1,2,0,0.0,1.0,0.0,normal,0
27541933,2021-01-13 14:42:14.968,6423294098681789117,0.0,170.39.79.108,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1928.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1928,iOS 11.2.6,mobile,True,False,False,14,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
6059506,2020-04-26 14:06:40.142,8459178359152612119,0.0,185.20.104.206,BR,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.16.81 Safari/537.36 variation/5981",Chrome 69.0.3497.16,Mac OS X 10.14.6,desktop,True,False,False,14,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
4208381,2020-03-31 18:54:11.321,-4324475583306591935,0.0,10.0.4.10,RO,Ilfov,Balotesti,500039,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.115.121 Safari/537.36",Chrome 72.0.3626.115,Mac OS X 11.6.3,desktop,False,True,False,18,1.0,1,1,1,1,0,0,0.1,0.0,1.0,normal,0
4741137,2020-04-07 19:25:42.939,-4439616545342963215,0.0,209.236.125.230,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.138 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,False,True,False,19,1.0,0,7,9,6,999999,1,0.9,0.2222222222222222,4.5,credential_stuffing,1
161328,2020-02-05 13:52:14.893,-1875313720100780030,0.0,209.236.117.161,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1681 (Chrome variation/194630,Firefox 20.0.0.1681,iOS 11.2.6,mobile,True,True,False,13,1.0,0,1,6,3,0,0,0.6,0.0,3.0,dictionary_attack,1
1692230,2020-02-25 19:10:43.733,-4324475583306591935,0.0,209.236.125.227,US,-,-,393398,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1949.138 Mobile Safari/537.36 variation/85365",Chrome Mobile 81.0.4044.1949,Android 5.5.1,mobile,False,True,False,19,1.0,0,0,0,1,1,0,0.0,1.0,0.0,normal,0
16008509,2020-09-13 04:13:17.368,-4324475583306591935,0.0,170.39.76.245,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36,gzip(gfe,gzip(gfe (Chrome Image Compression Service",Chrome Mobile 81.0.4044,Android 4.1,mobile,False,False,False,4,0.0,0,0,0,1,0,0,0.0,1.0,0.0,normal,0
13679800,2020-08-11 23:17:54.107,6998943612473066845,0.0,158.149.114.95,NO,Innlandet,Folldal,29492,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko snap Chrome/83.0.4103.309.116 Chrome/83.0.4103.309.116 Safari/537.36",Chrome 83.0.4103.309,Mac OS X 11.6.3,desktop,False,False,False,23,0.0,0,0,0,1,832,0,0.0,1.0,0.0,normal,0
3054242,2020-03-16 04:19:31.449,-4324475583306591935,0.0,10.0.187.5,GB,England,Pulham St Mary the Virgin,29550,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8332",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,False,False,False,4,0.0,1,0,0,1,3,0,0.0,1.0,0.0,normal,0
4415914,2020-04-03 10:52:36.918,-1881122219311397340,0.0,38.135.39.240,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Rocket/2.1.15(19277 Chrome/81.0.4044.117 Mobile Safari/537.36",Chrome Mobile WebView 81.0.4044,Android 4.1,mobile,False,True,False,10,1.0,0,4,9,6,1,1,0.9,0.0,3.0,credential_stuffing,1
867758,2020-02-14 18:58:01.037,9210381419958213447,0.0,209.236.117.18,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/66.0.3450.1085.0 Iron Safari/537.36 variation/197020",Iron 66.0.3450.1085,iOS 11.2.6,mobile,True,True,False,18,1.0,0,2,9,6,0,0,0.9,0.3333333333333333,3.0,credential_stuffing,1
11632823,2020-07-13 09:19:27.831,-6026496784684968658,0.0,95.81.148.155,FR,-,-,43646,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,False,False,False,9,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
2308895,2020-03-04 23:50:48.391,-4324475583306591935,0.0,82.147.40.221,NO,Innlandet,Skjak,29492,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.91 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044.1934,iOS 11.2.6,mobile,False,False,False,23,0.0,1,0,0,1,10,0,0.0,1.0,0.0,normal,0
28249923,2021-01-21 22:07:11.528,4642415791839806922,0.0,79.160.230.96,BR,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1933.138 Mobile Safari/537.36 YaApp_Android/10.70 YaSearchBrowser/10.70",Chrome Mobile 81.0.4044.1933,iOS 13.4,mobile,False,False,False,22,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
1413037,2020-02-22 04:03:28.402,-2834934794840811986,0.0,66.248.237.207,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2004.142 Mobile Safari/537.36",Chrome Mobile 81.0.4044.2004,Android 4.1,mobile,True,True,False,4,1.0,0,4,4,4,1,1,0.4,0.4285714285714285,1.3333333333333333,brute_force,1
15956776,2020-09-12 08:43:55.344,4007507680255615705,0.0,170.39.78.156,US,-,-,393398,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1925.117 Mobile Safari/537.36 variation/11633",Chrome Mobile 81.0.4044.1925,Android 10.0.99,mobile,False,False,False,8,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
2617502,2020-03-09 15:11:06.177,2373959914141533310,0.0,199.167.201.221,GB,-,-,63410,"Mozilla/5.0  (Linux; U; Android 2.2) forge AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044,Android 2.2,mobile,False,True,False,15,1.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
1307949,2020-02-20 14:42:31.666,8998983211521154320,0.0,66.248.237.27,US,-,-,393398,Mozilla/5.0  (Linux; Android 10.0.99) Gecko/20081407 Firefox/20.0.0.1618,Firefox 20.0.0.1618,Android 10.0.99,mobile,False,True,False,14,1.0,0,2,6,8,999999,1,0.6,0.5,1.2,credential_stuffing,1
1732155,2020-02-26 11:01:02.333,-7958116375998441659,0.0,66.248.237.242,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/535.19 (KHTML, like Gecko Chrome/18.0.1025.2730.133 Mobile Safari/535.19",Chrome Mobile 18.0.1025.2730,iOS 13.4,mobile,False,True,False,11,1.0,0,0,3,5,999999,1,0.3,1.0,1.5,dictionary_attack,1
22618003,2020-11-30 12:59:49.632,-641368700254782711,0.0,92.221.131.94,NO,Vestfold og Telemark,Notodden,29695,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.74 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1927,Android 2.2,mobile,True,False,False,12,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
1389657,2020-02-21 15:48:39.540,5076869406151727974,0.0,38.135.39.138,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/136329",Android 2.2.2.2633,Windows Phone 8.1,mobile,False,True,False,15,1.0,0,2,7,10,999999,1,0.7,0.3333333333333333,1.4,credential_stuffing,1
1846181,2020-02-27 18:52:19.571,2612395483939996756,0.0,10.0.11.231,NO,Vestfold og Telemark,Kviteseid,500021,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,True,False,18,1.0,0,2,2,7,0,0,0.2,0.75,0.3333333333333333,normal,0
9244657,2020-06-10 20:04:56.248,2115211054927843586,0.0,81.167.121.171,NO,Innlandet,Brandbu,29695,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36 OPR/52.1.2254.2306.54298",Opera Mobile 52.1.2254.2306,Android 4.0.3,tablet,True,False,False,20,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
4564158,2020-04-05 13:46:40.041,3262650125990405536,0.0,209.236.117.80,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/50.0.2661.86 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 50.0.2661,Android 4.1,mobile,False,True,False,13,1.0,0,1,1,2,999999,1,0.1,0.0,1.0,normal,0
10245341,2020-06-24 16:50:58.410,-4093239339263101977,463.0,10.0.62.178,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.117 Mobile Safari/537.36 PHX/6.4",Chrome Mobile 81.0.4044.1925,Android 6.0.99,mobile,True,False,False,16,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
5290255,2020-04-15 13:56:23.001,-7258512966612315580,0.0,139.164.223.14,NO,-,-,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False,13,0.0,0,0,0,1,999999,1,0.0,1.0,0.0,normal,0
2431960,2020-03-06 16:27:21.474,-7941986576759362492,0.0,209.236.125.77,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/50.0.2661.86 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 50.0.2661,Android 4.1,mobile,True,True,False,16,1.0,0,1,1,2,999999,1,0.1,0.0,1.0,normal,0
